Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	MIAPACA_1 Spectral Count	MIAPACA_2 Spectral Count	MIAPACA_3 Spectral Count	MIAPACA_4 Spectral Count	MIAPACA_5 Spectral Count	MIAPACA_AG205_1 Spectral Count	MIAPACA_AG205_2 Spectral Count	MIAPACA_AG205_3 Spectral Count	MIAPACA_AG205_4 Spectral Count	MIAPACA_AG205_5 Spectral Count	PGRMC1_1 Spectral Count	PGRMC1_2 Spectral Count	PGRMC1_3 Spectral Count	PGRMC1_4 Spectral Count	PGRMC1_5 Spectral Count	PGRMC1_AG205_1 Spectral Count	PGRMC1_AG205_2 Spectral Count	PGRMC1_AG205_3 Spectral Count	PGRMC1_AG205_4 Spectral Count	PGRMC1_AG205_5 Spectral Count	MIAPACA_1 Unique Spectral Count	MIAPACA_2 Unique Spectral Count	MIAPACA_3 Unique Spectral Count	MIAPACA_4 Unique Spectral Count	MIAPACA_5 Unique Spectral Count	MIAPACA_AG205_1 Unique Spectral Count	MIAPACA_AG205_2 Unique Spectral Count	MIAPACA_AG205_3 Unique Spectral Count	MIAPACA_AG205_4 Unique Spectral Count	MIAPACA_AG205_5 Unique Spectral Count	PGRMC1_1 Unique Spectral Count	PGRMC1_2 Unique Spectral Count	PGRMC1_3 Unique Spectral Count	PGRMC1_4 Unique Spectral Count	PGRMC1_5 Unique Spectral Count	PGRMC1_AG205_1 Unique Spectral Count	PGRMC1_AG205_2 Unique Spectral Count	PGRMC1_AG205_3 Unique Spectral Count	PGRMC1_AG205_4 Unique Spectral Count	PGRMC1_AG205_5 Unique Spectral Count	MIAPACA_1 Total Spectral Count	MIAPACA_2 Total Spectral Count	MIAPACA_3 Total Spectral Count	MIAPACA_4 Total Spectral Count	MIAPACA_5 Total Spectral Count	MIAPACA_AG205_1 Total Spectral Count	MIAPACA_AG205_2 Total Spectral Count	MIAPACA_AG205_3 Total Spectral Count	MIAPACA_AG205_4 Total Spectral Count	MIAPACA_AG205_5 Total Spectral Count	PGRMC1_1 Total Spectral Count	PGRMC1_2 Total Spectral Count	PGRMC1_3 Total Spectral Count	PGRMC1_4 Total Spectral Count	PGRMC1_5 Total Spectral Count	PGRMC1_AG205_1 Total Spectral Count	PGRMC1_AG205_2 Total Spectral Count	PGRMC1_AG205_3 Total Spectral Count	PGRMC1_AG205_4 Total Spectral Count	PGRMC1_AG205_5 Total Spectral Count	MIAPACA_1 Intensity	MIAPACA_2 Intensity	MIAPACA_3 Intensity	MIAPACA_4 Intensity	MIAPACA_5 Intensity	MIAPACA_AG205_1 Intensity	MIAPACA_AG205_2 Intensity	MIAPACA_AG205_3 Intensity	MIAPACA_AG205_4 Intensity	MIAPACA_AG205_5 Intensity	PGRMC1_1 Intensity	PGRMC1_2 Intensity	PGRMC1_3 Intensity	PGRMC1_4 Intensity	PGRMC1_5 Intensity	PGRMC1_AG205_1 Intensity	PGRMC1_AG205_2 Intensity	PGRMC1_AG205_3 Intensity	PGRMC1_AG205_4 Intensity	PGRMC1_AG205_5 Intensity	MIAPACA_1 Unique Intensity	MIAPACA_2 Unique Intensity	MIAPACA_3 Unique Intensity	MIAPACA_4 Unique Intensity	MIAPACA_5 Unique Intensity	MIAPACA_AG205_1 Unique Intensity	MIAPACA_AG205_2 Unique Intensity	MIAPACA_AG205_3 Unique Intensity	MIAPACA_AG205_4 Unique Intensity	MIAPACA_AG205_5 Unique Intensity	PGRMC1_1 Unique Intensity	PGRMC1_2 Unique Intensity	PGRMC1_3 Unique Intensity	PGRMC1_4 Unique Intensity	PGRMC1_5 Unique Intensity	PGRMC1_AG205_1 Unique Intensity	PGRMC1_AG205_2 Unique Intensity	PGRMC1_AG205_3 Unique Intensity	PGRMC1_AG205_4 Unique Intensity	PGRMC1_AG205_5 Unique Intensity	MIAPACA_1 Total Intensity	MIAPACA_2 Total Intensity	MIAPACA_3 Total Intensity	MIAPACA_4 Total Intensity	MIAPACA_5 Total Intensity	MIAPACA_AG205_1 Total Intensity	MIAPACA_AG205_2 Total Intensity	MIAPACA_AG205_3 Total Intensity	MIAPACA_AG205_4 Total Intensity	MIAPACA_AG205_5 Total Intensity	PGRMC1_1 Total Intensity	PGRMC1_2 Total Intensity	PGRMC1_3 Total Intensity	PGRMC1_4 Total Intensity	PGRMC1_5 Total Intensity	PGRMC1_AG205_1 Total Intensity	PGRMC1_AG205_2 Total Intensity	PGRMC1_AG205_3 Total Intensity	PGRMC1_AG205_4 Total Intensity	PGRMC1_AG205_5 Total Intensity	Indistinguishable Proteins
sp|Q9Y2Q5|LTOR2_HUMAN	Q9Y2Q5	LTOR2_HUMAN	LAMTOR2	125	94.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ragulator complex protein LAMTOR2	1.0000	0.9990	6	103	103	103	8	7	8	4	10	5	2	6	5	7	2	3	3	4	2	3	5	5	6	8	8	7	8	4	10	5	2	6	5	7	2	3	3	4	2	3	5	5	6	8	8	7	8	4	10	5	2	6	5	7	2	3	3	4	2	3	5	5	6	8	2.19700272E8	2.3546616E8	2.5312064E8	2.70034528E8	2.4084584E8	1.14896744E8	1.97114496E8	1.8172424E8	1.55334512E8	1.50636016E8	1.23300712E8	8.6638976E7	1.14365208E8	9.2612776E7	1.0179224E8	1.4457648E8	1.53051008E8	1.67737728E8	1.65648032E8	1.93519296E8	2.19700272E8	2.3546616E8	2.5312064E8	2.70034528E8	2.4084584E8	1.14896744E8	1.97114496E8	1.8172424E8	1.55334512E8	1.50636016E8	1.23300712E8	8.6638976E7	1.14365208E8	9.2612776E7	1.0179224E8	1.4457648E8	1.53051008E8	1.67737728E8	1.65648032E8	1.93519296E8	2.19700272E8	2.3546616E8	2.5312064E8	2.70034528E8	2.4084584E8	1.14896744E8	1.97114496E8	1.8172424E8	1.55334512E8	1.50636016E8	1.23300712E8	8.6638976E7	1.14365208E8	9.2612776E7	1.0179224E8	1.4457648E8	1.53051008E8	1.67737728E8	1.65648032E8	1.93519296E8	
sp|Q9Y2W1|TR150_HUMAN	Q9Y2W1	TR150_HUMAN	THRAP3	955	21.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thyroid hormone receptor-associated protein 3	1.0000	0.9990	5	71	71	71	5	5	2	1	4	1	0	0	0	2	4	4	5	5	3	7	7	4	7	5	5	5	2	1	4	1	0	0	0	2	4	4	5	5	3	7	7	4	7	5	5	5	2	1	4	1	0	0	0	2	4	4	5	5	3	7	7	4	7	5	8.4359104E7	1.23494504E8	7.0378248E7	0.0	7.8367312E7	0.0	0.0	0.0	0.0	3.3832624E7	1.20704256E8	1.41980848E8	1.43708912E8	1.29671104E8	1.32118872E8	1.18799768E8	1.0446592E8	1.34553792E8	1.28831128E8	1.39957728E8	8.4359104E7	1.23494504E8	7.0378248E7	0.0	7.8367312E7	0.0	0.0	0.0	0.0	3.3832624E7	1.20704256E8	1.41980848E8	1.43708912E8	1.29671104E8	1.32118872E8	1.18799768E8	1.0446592E8	1.34553792E8	1.28831128E8	1.39957728E8	8.4359104E7	1.23494504E8	7.0378248E7	0.0	7.8367312E7	0.0	0.0	0.0	0.0	3.3832624E7	1.20704256E8	1.41980848E8	1.43708912E8	1.29671104E8	1.32118872E8	1.18799768E8	1.0446592E8	1.34553792E8	1.28831128E8	1.39957728E8	
sp|Q9Y2X3|NOP58_HUMAN	Q9Y2X3	NOP58_HUMAN	NOP58	529	29.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar protein 58	1.0000	0.9990	7	26	26	26	7	2	5	2	4	1	0	0	1	2	1	0	0	0	0	1	0	0	0	0	7	2	5	2	4	1	0	0	1	2	1	0	0	0	0	1	0	0	0	0	7	2	5	2	4	1	0	0	1	2	1	0	0	0	0	1	0	0	0	0	5.36255E7	6.0794104E7	4.9416156E7	7.3958984E7	4.7202676E7	0.0	0.0	0.0	0.0	3.4580212E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.36255E7	6.0794104E7	4.9416156E7	7.3958984E7	4.7202676E7	0.0	0.0	0.0	0.0	3.4580212E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.36255E7	6.0794104E7	4.9416156E7	7.3958984E7	4.7202676E7	0.0	0.0	0.0	0.0	3.4580212E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y3B4|SF3B6_HUMAN	Q9Y3B4	SF3B6_HUMAN	SF3B6	125	20.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Splicing factor 3B subunit 6	1.0000	0.9990	2	19	19	19	2	2	2	1	2	1	1	1	0	1	1	0	1	0	0	1	1	0	1	1	2	2	2	1	2	1	1	1	0	1	1	0	1	0	0	1	1	0	1	1	2	2	2	1	2	1	1	1	0	1	1	0	1	0	0	1	1	0	1	1	1.51803632E8	1.2393728E8	1.3861424E8	0.0	1.5703752E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51803632E8	1.2393728E8	1.3861424E8	0.0	1.5703752E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51803632E8	1.2393728E8	1.3861424E8	0.0	1.5703752E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y3I0|RTCB_HUMAN	Q9Y3I0	RTCB_HUMAN	RTCB	505	51.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-splicing ligase RtcB homolog	1.0000	0.9990	14	110	110	110	12	5	7	4	9	3	3	2	1	3	6	5	6	5	9	6	4	4	6	10	12	5	7	4	9	3	3	2	1	3	6	5	6	5	9	6	4	4	6	10	12	5	7	4	9	3	3	2	1	3	6	5	6	5	9	6	4	4	6	10	1.26895048E8	1.489884E8	1.25836152E8	1.0377364E8	9.4780904E7	8.5213664E7	7.2533136E7	0.0	0.0	6.6293016E7	1.66479664E8	1.33760824E8	1.31280896E8	1.30301176E8	1.40459296E8	1.12769808E8	1.23310768E8	7.9861664E7	1.18950248E8	1.19598752E8	1.26895048E8	1.489884E8	1.25836152E8	1.0377364E8	9.4780904E7	8.5213664E7	7.2533136E7	0.0	0.0	6.6293016E7	1.66479664E8	1.33760824E8	1.31280896E8	1.30301176E8	1.40459296E8	1.12769808E8	1.23310768E8	7.9861664E7	1.18950248E8	1.19598752E8	1.26895048E8	1.489884E8	1.25836152E8	1.0377364E8	9.4780904E7	8.5213664E7	7.2533136E7	0.0	0.0	6.6293016E7	1.66479664E8	1.33760824E8	1.31280896E8	1.30301176E8	1.40459296E8	1.12769808E8	1.23310768E8	7.9861664E7	1.18950248E8	1.19598752E8	
sp|Q9Y3U8|RL36_HUMAN	Q9Y3U8	RL36_HUMAN	RPL36	105	44.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L36	1.0000	0.9990	5	42	42	42	3	2	2	1	2	2	2	2	1	2	4	4	1	1	2	2	2	1	3	3	3	2	2	1	2	2	2	2	1	2	4	4	1	1	2	2	2	1	3	3	3	2	2	1	2	2	2	2	1	2	4	4	1	1	2	2	2	1	3	3	3.22683456E8	2.83132288E8	2.72026112E8	0.0	3.38870624E8	2.68835328E8	1.91830016E8	2.16893488E8	0.0	3.529608E8	1.223906E8	1.40189184E8	0.0	0.0	2.35850336E8	3.86282528E8	3.51690464E8	0.0	3.42104672E8	4.76493632E8	3.22683456E8	2.83132288E8	2.72026112E8	0.0	3.38870624E8	2.68835328E8	1.91830016E8	2.16893488E8	0.0	3.529608E8	1.223906E8	1.40189184E8	0.0	0.0	2.35850336E8	3.86282528E8	3.51690464E8	0.0	3.42104672E8	4.76493632E8	3.22683456E8	2.83132288E8	2.72026112E8	0.0	3.38870624E8	2.68835328E8	1.91830016E8	2.16893488E8	0.0	3.529608E8	1.223906E8	1.40189184E8	0.0	0.0	2.35850336E8	3.86282528E8	3.51690464E8	0.0	3.42104672E8	4.76493632E8	
sp|Q9Y490|TLN1_HUMAN	Q9Y490	TLN1_HUMAN	TLN1	2541	18.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Talin-1	1.0000	0.9990	4	11	10	11	0	0	0	0	0	1	1	1	3	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	1	3	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	1	3	1	0	0	0	0	1	1	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y4I1|MYO5A_HUMAN	Q9Y4I1	MYO5A_HUMAN	MYO5A	1855	31.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Unconventional myosin-Va	1.0000	0.9990	31	308	255	308	25	14	16	20	23	19	17	18	17	17	6	5	7	6	7	18	17	17	21	18	21	12	14	18	19	15	15	15	14	13	5	3	4	5	4	17	14	13	18	16	25	14	16	20	23	19	17	18	17	17	6	5	7	6	7	18	17	17	21	18	2.22929808E8	2.09940928E8	2.17679808E8	1.87402384E8	2.16146816E8	2.09626272E8	1.937544E8	2.02370736E8	1.84173696E8	2.05708672E8	1.42805584E8	1.21155328E8	1.27978464E8	1.34146424E8	1.35844864E8	2.369956E8	2.13574256E8	2.11182512E8	2.34721152E8	2.03439712E8	1.13105072E8	1.09144296E8	1.10609728E8	9.7551352E7	1.06355464E8	1.0736224E8	9.8100896E7	9.6494536E7	9.1083832E7	9.6440256E7	6.8657184E7	6.2614836E7	6.575802E7	7.3180144E7	7.37392E7	1.16773616E8	1.10052064E8	1.06620192E8	1.16872264E8	1.10893024E8	2.22929808E8	2.09940928E8	2.17679808E8	1.87402384E8	2.16146816E8	2.09626272E8	1.937544E8	2.02370736E8	1.84173696E8	2.05708672E8	1.42805584E8	1.21155328E8	1.27978464E8	1.34146424E8	1.35844864E8	2.369956E8	2.13574256E8	2.11182512E8	2.34721152E8	2.03439712E8	
sp|Q9Y4L1|HYOU1_HUMAN	Q9Y4L1	HYOU1_HUMAN	HYOU1	999	17.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hypoxia up-regulated protein 1	1.0000	0.9990	4	14	14	14	0	0	0	0	0	2	1	1	2	1	0	1	0	1	0	1	0	2	1	1	0	0	0	0	0	2	1	1	2	1	0	1	0	1	0	1	0	2	1	1	0	0	0	0	0	2	1	1	2	1	0	1	0	1	0	1	0	2	1	1	0.0	0.0	0.0	0.0	0.0	2.0027292E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4525545E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0027292E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4525545E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0027292E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4525545E7	0.0	0.0	
sp|Q9Y4P3|TBL2_HUMAN	Q9Y4P3	TBL2_HUMAN	TBL2	447	33.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transducin beta-like protein 2	1.0000	0.9990	4	5	5	5	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y4W2|LAS1L_HUMAN	Q9Y4W2	LAS1L_HUMAN	LAS1L	734	26.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosomal biogenesis protein LAS1L	1.0000	0.9990	2	6	6	6	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0240004E7	0.0	0.0	0.0	4.4610832E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0240004E7	0.0	0.0	0.0	4.4610832E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0240004E7	0.0	0.0	0.0	4.4610832E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y4W6|AFG32_HUMAN	Q9Y4W6	AFG32_HUMAN	AFG3L2	797	23.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	AFG3-like protein 2	1.0000	0.9990	2	8	8	8	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	2	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y512|SAM50_HUMAN	Q9Y512	SAM50_HUMAN	SAMM50	469	42.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sorting and assembly machinery component 50 homolog	1.0000	0.9990	10	126	126	126	10	6	7	6	9	6	8	7	6	8	9	8	8	7	6	3	4	2	3	3	10	6	7	6	9	6	8	7	6	8	9	8	8	7	6	3	4	2	3	3	10	6	7	6	9	6	8	7	6	8	9	8	8	7	6	3	4	2	3	3	1.95330416E8	1.95235488E8	1.85890416E8	2.2703664E8	1.9171976E8	2.00731552E8	1.9117248E8	1.90832816E8	1.93356992E8	1.83635904E8	1.56751056E8	1.42151408E8	1.39968288E8	1.41892464E8	1.57503024E8	1.31292784E8	1.38553952E8	1.52560672E8	8.5165864E7	1.43311872E8	1.95330416E8	1.95235488E8	1.85890416E8	2.2703664E8	1.9171976E8	2.00731552E8	1.9117248E8	1.90832816E8	1.93356992E8	1.83635904E8	1.56751056E8	1.42151408E8	1.39968288E8	1.41892464E8	1.57503024E8	1.31292784E8	1.38553952E8	1.52560672E8	8.5165864E7	1.43311872E8	1.95330416E8	1.95235488E8	1.85890416E8	2.2703664E8	1.9171976E8	2.00731552E8	1.9117248E8	1.90832816E8	1.93356992E8	1.83635904E8	1.56751056E8	1.42151408E8	1.39968288E8	1.41892464E8	1.57503024E8	1.31292784E8	1.38553952E8	1.52560672E8	8.5165864E7	1.43311872E8	
sp|Q9Y5B9|SP16H_HUMAN	Q9Y5B9	SP16H_HUMAN	SUPT16H	1047	44.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	FACT complex subunit SPT16	1.0000	0.9990	21	346	346	346	26	25	24	21	26	17	14	13	6	20	17	17	13	12	14	17	11	15	14	24	26	25	24	21	26	17	14	13	6	20	17	17	13	12	14	17	11	15	14	24	26	25	24	21	26	17	14	13	6	20	17	17	13	12	14	17	11	15	14	24	1.92423072E8	2.1423664E8	1.91169504E8	1.868552E8	1.77466752E8	1.26128576E8	1.05470704E8	9.5365616E7	9.8396672E7	1.34823248E8	1.31771144E8	1.4057088E8	1.31458496E8	1.38357456E8	1.4299824E8	1.5681176E8	1.47663488E8	1.31627592E8	1.21698368E8	1.83267888E8	1.92423072E8	2.1423664E8	1.91169504E8	1.868552E8	1.77466752E8	1.26128576E8	1.05470704E8	9.5365616E7	9.8396672E7	1.34823248E8	1.31771144E8	1.4057088E8	1.31458496E8	1.38357456E8	1.4299824E8	1.5681176E8	1.47663488E8	1.31627592E8	1.21698368E8	1.83267888E8	1.92423072E8	2.1423664E8	1.91169504E8	1.868552E8	1.77466752E8	1.26128576E8	1.05470704E8	9.5365616E7	9.8396672E7	1.34823248E8	1.31771144E8	1.4057088E8	1.31458496E8	1.38357456E8	1.4299824E8	1.5681176E8	1.47663488E8	1.31627592E8	1.21698368E8	1.83267888E8	
sp|Q9Y5L0|TNPO3_HUMAN	Q9Y5L0	TNPO3_HUMAN	TNPO3	923	13.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transportin-3	1.0000	0.9990	3	23	23	23	1	1	1	1	1	1	1	0	2	1	1	2	1	1	1	1	2	2	2	0	1	1	1	1	1	1	1	0	2	1	1	2	1	1	1	1	2	2	2	0	1	1	1	1	1	1	1	0	2	1	1	2	1	1	1	1	2	2	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5913257E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1170514E7	2.3553348E7	2.3908468E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5913257E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1170514E7	2.3553348E7	2.3908468E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5913257E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1170514E7	2.3553348E7	2.3908468E7	0.0	
sp|Q9Y5M8|SRPRB_HUMAN	Q9Y5M8	SRPRB_HUMAN	SRPRB	271	38.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Signal recognition particle receptor subunit beta	1.0000	0.9990	5	27	27	27	2	3	2	1	1	1	0	0	1	3	2	2	1	1	0	2	1	0	3	1	2	3	2	1	1	1	0	0	1	3	2	2	1	1	0	2	1	0	3	1	2	3	2	1	1	1	0	0	1	3	2	2	1	1	0	2	1	0	3	1	7.2024216E7	0.0	6.3407464E7	0.0	0.0	0.0	0.0	0.0	0.0	7.9378312E7	0.0	0.0	0.0	0.0	0.0	1.26389784E8	0.0	0.0	1.0056788E8	0.0	7.2024216E7	0.0	6.3407464E7	0.0	0.0	0.0	0.0	0.0	0.0	7.9378312E7	0.0	0.0	0.0	0.0	0.0	1.26389784E8	0.0	0.0	1.0056788E8	0.0	7.2024216E7	0.0	6.3407464E7	0.0	0.0	0.0	0.0	0.0	0.0	7.9378312E7	0.0	0.0	0.0	0.0	0.0	1.26389784E8	0.0	0.0	1.0056788E8	0.0	
sp|Q9Y5S2|MRCKB_HUMAN	Q9Y5S2	MRCKB_HUMAN	CDC42BPB	1711	16.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase MRCK beta	1.0000	0.9990	5	32	32	32	2	1	2	1	4	3	1	1	1	1	0	1	1	0	1	3	1	1	2	5	2	1	2	1	4	3	1	1	1	1	0	1	1	0	1	3	1	1	2	5	2	1	2	1	4	3	1	1	1	1	0	1	1	0	1	3	1	1	2	5	0.0	0.0	3.874082E7	0.0	0.0	4.470892E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.476792E7	0.0	0.0	0.0	4.3967752E7	0.0	0.0	3.874082E7	0.0	0.0	4.470892E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.476792E7	0.0	0.0	0.0	4.3967752E7	0.0	0.0	3.874082E7	0.0	0.0	4.470892E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.476792E7	0.0	0.0	0.0	4.3967752E7	
sp|Q9Y678|COPG1_HUMAN	Q9Y678	COPG1_HUMAN	COPG1	874	21.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coatomer subunit gamma-1	1.0000	0.9990	7	51	28	51	2	1	1	2	3	3	2	3	4	3	2	3	4	3	4	2	2	3	3	1	1	0	0	1	2	2	1	2	2	2	1	2	2	1	2	1	1	2	2	1	2	1	1	2	3	3	2	3	4	3	2	3	4	3	4	2	2	3	3	1	3.387784E7	0.0	0.0	3.360616E7	2.8107E7	3.8019624E7	3.4391184E7	3.732424E7	3.4677204E7	4.0724652E7	4.084068E7	3.3086588E7	4.4280388E7	3.2721348E7	3.752054E7	4.4355556E7	3.87855E7	3.7863392E7	4.2594348E7	0.0	0.0	0.0	0.0	0.0	2.559755E7	3.5337696E7	0.0	3.015515E7	2.7694666E7	3.6537164E7	0.0	9346078.0	3.5590652E7	0.0	3.1892544E7	0.0	0.0	3.1079396E7	3.4298084E7	0.0	3.387784E7	0.0	0.0	3.360616E7	2.8107E7	3.8019624E7	3.4391184E7	3.732424E7	3.4677204E7	4.0724652E7	4.084068E7	3.3086588E7	4.4280388E7	3.2721348E7	3.752054E7	4.4355556E7	3.87855E7	3.7863392E7	4.2594348E7	0.0	
sp|Q9Y6A4|CFA20_HUMAN	Q9Y6A4	CFA20_HUMAN	CFAP20	193	46.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cilia- and flagella-associated protein 20	1.0000	0.9990	2	26	26	26	1	2	2	3	2	2	1	2	2	2	1	1	1	0	1	2	0	0	0	1	1	2	2	3	2	2	1	2	2	2	1	1	1	0	1	2	0	0	0	1	1	2	2	3	2	2	1	2	2	2	1	1	1	0	1	2	0	0	0	1	0.0	5.6481668E7	4.1917876E7	6.9830912E7	3.6983964E7	3.321702E7	0.0	1.5905402E7	0.0	2.8787614E7	0.0	0.0	0.0	0.0	0.0	1.5080043E7	0.0	0.0	0.0	0.0	0.0	5.6481668E7	4.1917876E7	6.9830912E7	3.6983964E7	3.321702E7	0.0	1.5905402E7	0.0	2.8787614E7	0.0	0.0	0.0	0.0	0.0	1.5080043E7	0.0	0.0	0.0	0.0	0.0	5.6481668E7	4.1917876E7	6.9830912E7	3.6983964E7	3.321702E7	0.0	1.5905402E7	0.0	2.8787614E7	0.0	0.0	0.0	0.0	0.0	1.5080043E7	0.0	0.0	0.0	0.0	
sp|Q9Y6C9|MTCH2_HUMAN	Q9Y6C9	MTCH2_HUMAN	MTCH2	303	35.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial carrier homolog 2	1.0000	0.9990	3	11	11	11	0	0	0	0	0	2	0	0	0	1	2	1	1	1	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	1	2	1	1	1	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	1	2	1	1	1	0	1	0	1	1	0	0.0	0.0	0.0	0.0	0.0	4.4701168E7	0.0	0.0	0.0	0.0	1.8359682E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4701168E7	0.0	0.0	0.0	0.0	1.8359682E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4701168E7	0.0	0.0	0.0	0.0	1.8359682E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
